5,69.321369,72.07282225,56.10452873,55.56818173,1.434382613,1.280208727,124.90825,32.28025275,40.71539579,45.09928342,860.62,886.2,822.5407401,839.433937,1.564268985,1.440743699,786.5,290.37,262.4683249,287.8199177,143.4,141.05,126.2299022,120.3449469,1.501197783,1.385504579,199,54.15,64.70115919,72.14254986,5828.4858,5111.90725,1306.599783,813.7489763,1.373048392,1.297609877,8898.571,1659.64275,3106.18008,3074.2336,71.18,75.075,57.96329332,60.16104546,1.438366623,1.285425064,125.3,32.365,41.21326971,44.21709935,12.9644,12.2755,6.243314133,4.958747866,1.297086152,1.13802949,27.478,6.8695,9.246090495,10.21075025,48.405316,36.556645,10.64189783,6.150246203,1.214506844,1.218330897,99.97342,15.793355,37.93317182,32.84907735,3.6,3.55,3.437543855,3.357702765,1.567056442,1.463011578,3,1.05,1.019803903,1.116915395,4
5,69.321369,72.15002713,56.10452873,55.64300533,1.434382613,1.30236202,124.90825,31.2270625,40.71539579,45.07407342,860.62,886.175,822.5407401,839.4062735,1.564268985,1.46438525,786.5,271.4175,262.4683249,287.8309997,143.4,140.95,126.2299022,120.2668218,1.501197783,1.415851841,199,50.35,64.70115919,72.12452773,5828.4858,5137.55725,1306.599783,816.2445981,1.373048392,1.339883116,8898.571,1659.64275,3106.18008,3101.33303,71.18,76.275,57.96329332,62.19899298,1.438366623,1.309986943,125.3,32.615,41.21326971,43.27137478,12.9644,12.3355,6.243314133,4.978665229,1.297086152,1.171084961,27.478,6.8695,9.246090495,10.22657131,48.405316,37.081645,10.64189783,6.186596966,1.214506844,1.272563639,99.97342,13.818355,37.93317182,33.6805104,3.6,3.575,3.437543855,3.381938586,1.567056442,1.488545155,3,0.95,1.019803903,1.115515576,4
2,67.4025,67.04505155,66.40422577,66.04950862,0.678373317,0.683132077,23.115,9.472886598,11.5575,11.55197112,849.75,846.9463918,844.9009646,842.1073363,0.687446194,0.690256291,181.3,64.36907216,90.65,90.60663486,129.5,130.3195876,126.759615,127.5759646,0.672061178,0.665494713,53,30.50515464,26.5,26.48732293,6346.5,6393.742268,6159.935552,6206.884597,0.663896492,0.656350207,3055,1723.783505,1527.5,1526.769275,106.85,104.0773196,58.13604734,55.98700573,0.279956367,0.291257281,179.3,86.34536082,89.65,89.60711324,9.6,9.729896907,8.632496742,8.758661506,0.594130023,0.582174591,8.4,4.496907216,4.2,4.197990804,39.76,40.97360825,6.409368144,6.927103349,0.039409737,0.037438974,78.48,40.46969072,39.24,39.22122837,4.5,4.453608247,4.242640687,4.197407648,0.636514168,0.645710106,3,1.360824742,1.5,1.49928243,8.3
5,78.7827,73.34025625,63.0151641,56.17135124,1.441284086,1.236478267,128.2426,34.77418125,43.2426141,46.50810866,853.88,886.98,815.497738,840.8720148,1.56312095,1.375144419,781.6,319.28125,264.7172408,286.5263515,139.4,131.2125,124.9213883,115.3044306,1.521557656,1.342208164,158,49.3375,54.47788542,58.06196986,6612.4858,5210.30725,1412.564991,824.5279544,1.342472122,1.194742281,12448.571,1869.71775,4007.896325,3162.255195,80.38,73.85,64.49476895,57.6118235,1.441829673,1.2443331,125.3,34.235,43.89830976,45.72411836,14.1044,12.30425,6.657113822,4.982528629,1.29820477,1.06364694,27.478,6.8695,9.842853115,10.20580119,59.205316,37.394145,12.17694797,6.552108047,1.162305085,1.111084645,149.97342,18.755855,52.92193022,32.59471731,3.8,3.2875,3.519482029,3.10687301,1.535190849,1.408894148,4,1.175,1.469693846,1.131301794,7.1
5,78.7827,73.9285125,63.0151641,56.6021659,1.441284086,1.273901234,128.2426,33.4878625,43.2426141,46.58066521,853.88,886.485,815.497738,840.3090609,1.56312095,1.401232994,781.6,310.2875,264.7172408,286.7809413,139.4,131.425,124.9213883,115.4536093,1.521557656,1.382076814,158,47.175,54.47788542,58.18328261,6612.4858,5267.50725,1412.564991,829.2635158,1.342472122,1.25449698,12448.571,1771.29275,4007.896325,3250.086111,80.38,75.025,64.49476895,58.9717242,1.441829673,1.283043292,125.3,32.845,43.89830976,45.46027799,14.1044,12.403,6.657113822,5.010799909,1.29820477,1.111416732,27.478,6.8695,9.842853115,10.25788292,59.205316,38.281645,12.17694797,6.604833174,1.162305085,1.194787142,149.97342,17.768355,52.92193022,34.61922634,3.8,3.325,3.519482029,3.133908969,1.535190849,1.452079434,4,1.1,1.469693846,1.170202974,16.6
5,78.7827,74.51676875,63.0151641,57.03628476,1.441284086,1.301243077,128.2426,32.20154375,43.2426141,46.64569091,853.88,885.99,815.497738,839.7464839,1.56312095,1.421444207,781.6,301.29375,264.7172408,287.0344516,139.4,131.6375,124.9213883,115.602981,1.521557656,1.412400207,158,45.0125,54.47788542,58.30356845,6612.4858,5324.70725,1412.564991,834.0262752,1.342472122,1.296764116,12448.571,1752.14275,4007.896325,3334.624096,80.38,76.2,64.49476895,60.36372473,1.441829673,1.311099527,125.3,31.97,43.89830976,45.16433881,14.1044,12.50175,6.657113822,5.039231602,1.29820477,1.146374908,27.478,6.8695,9.842853115,10.30875564,59.205316,39.169145,12.17694797,6.657982583,1.162305085,1.248773024,149.97342,16.780855,52.92193022,36.51014594,3.8,3.3625,3.519482029,3.161180194,1.535190849,1.4821364,4,1.025,1.469693846,1.206687097,14.7
5,78.7827,75.105025,63.0151641,57.47373315,1.441284086,1.321851695,128.2426,32.06065,43.2426141,46.70321722,853.88,885.495,815.497738,839.1842835,1.56312095,1.437596384,781.6,292.3,264.7172408,287.2868853,139.4,131.85,124.9213883,115.752546,1.521557656,1.436184882,158,42.85,54.47788542,58.42283372,6612.4858,5381.90725,1412.564991,838.8163888,1.342472122,1.327344873,12448.571,1752.14275,4007.896325,3416.113627,80.38,77.375,64.49476895,61.7885828,1.441829673,1.33226999,125.3,32.185,43.89830976,44.83566521,14.1044,12.6005,6.657113822,5.06782462,1.29820477,1.172726491,27.478,6.8695,9.842853115,10.35843718,59.205316,40.056645,12.17694797,6.711559687,1.162305085,1.283512229,149.97342,15.793355,52.92193022,38.28727423,3.8,3.4,3.519482029,3.188688732,1.535190849,1.503508644,4,0.95,1.469693846,1.240967365,10
4,81.75669875,79.83133334,76.28283317,75.27253379,1.312595878,1.147599086,81.482,28.83712266,32.89036869,29.97113368,741.475,782.6008,723.24614,763.3592902,1.362745785,1.056889047,443.7,363.92448,157.8039983,163.1533254,168.75,158.5232,161.7142868,151.5023219,1.342443743,1.164283188,139,56.4864,51.32920709,50.80689581,6502.75,6162.0992,6126.394078,5911.96422,1.33216904,1.065253095,5390,2827.5392,2072.768363,1656.004176,44.3375,42.6916,34.2584661,31.86070157,1.166444656,0.800539131,64.05,30.54816,28.47181446,30.78219663,16.425,18.24608,14.91904295,16.40206578,1.29351873,0.944250978,19.7,10.76896,7.15973987,8.022154613,61.75,55.6032,51.63776065,49.16532328,1.244889386,0.993582316,82,28.1632,30.87373479,23.27352465,3.5,3.6192,3.30975092,3.412253803,1.333736027,1.016923821,3,1.9232,1.118033989,1.198245117,17.1
4,81.75669875,79.86345057,76.28283317,75.31468127,1.312595878,1.16830216,81.482,28.22421743,32.89036869,29.94705758,741.475,782.5904,723.24614,763.348825,1.362745785,1.084523165,443.7,356.04024,157.8039983,163.154855,168.75,158.4816,161.7142868,151.4613998,1.342443743,1.191933048,139,53.2832,51.32920709,50.81058218,6502.75,6172.7696,6126.394078,5919.499944,1.33216904,1.103955286,5390,2653.0896,2072.768363,1670.244633,44.3375,43.1908,34.2584661,32.30531751,1.166444656,0.835300778,64.05,29.87008,28.47181446,30.75394634,16.425,18.27104,14.91904295,16.42944009,1.29351873,0.968483288,19.7,10.60048,7.15973987,8.012009568,61.75,55.8216,51.63776065,49.28600053,1.244889386,1.038846053,82,26.3016,30.87373479,23.58845848,3.5,3.6296,3.30975092,3.422478191,1.333736027,1.045482633,3,1.8816,1.118033989,1.197164918,22.2
4,81.75669875,79.90545002,76.28283317,75.36983281,1.312595878,1.191011588,81.482,27.42272598,32.89036869,29.91549218,741.475,782.5768,723.24614,763.33514,1.362745785,1.114939168,443.7,345.73008,157.8039983,163.1568542,168.75,158.4272,161.7142868,151.407903,1.342443743,1.222434826,139,49.0944,51.32920709,50.81535103,6502.75,6186.7232,6126.394078,5929.368847,1.33216904,1.145945757,5390,2424.9632,2072.768363,1688.583846,44.3375,43.8436,34.2584661,32.89611371,1.166444656,0.871462974,64.05,28.98336,28.47181446,30.70472079,16.425,18.30368,14.91904295,16.4653062,1.29351873,0.994905348,19.7,10.38016,7.15973987,7.998606032,61.75,56.1072,51.63776065,49.44425629,1.244889386,1.087167153,82,24.5872,30.87373479,23.99105892,3.5,3.6432,3.30975092,3.435894784,1.333736027,1.076231775,3,1.8272,1.118033989,1.195614386,14.6
4,81.75669875,79.91286169,76.28283317,75.37956963,1.312595878,1.194617645,81.482,27.28128631,32.89036869,29.90991224,741.475,782.5744,723.24614,763.332725,1.362745785,1.119779864,443.7,343.91064,157.8039983,163.1572068,168.75,158.4176,161.7142868,151.3984643,1.342443743,1.227296482,139,48.3552,51.32920709,50.8161865,6502.75,6189.1856,6126.394078,5931.112126,1.33216904,1.15256344,5390,2384.7056,2072.768363,1691.787594,44.3375,43.9588,34.2584661,33.00148785,1.166444656,0.877007555,64.05,28.82688,28.47181446,30.69458458,16.425,18.30944,14.91904295,16.47164364,1.29351873,0.999084373,19.7,10.34128,7.15973987,7.99622454,61.75,56.1576,51.63776065,49.47223649,1.244889386,1.094697496,82,24.3976,30.87373479,24.06105489,3.5,3.6456,3.30975092,3.438267872,1.333736027,1.081053578,3,1.8176,1.118033989,1.195324492,10.1
3,120.4513333,118.6541818,119.6300601,118.2318302,1.091668505,0.781951984,33.696,73.82945455,14.32145098,10.39503733,633.8666667,577.0636364,623.3013762,573.3967896,1.081287069,0.810568554,263.4,332.7727273,120.1712759,71.93015896,170,162.4545455,169.5876975,162.0868956,1.096182789,0.799814312,29,98.09090909,11.86029792,11.25218069,8674,7625.545455,8377.166359,7525.791896,1.062622709,0.82270538,5334,4223.363636,2381.632633,1410.621808,45.7,36.49090909,44.21197985,35.32232575,1.068079854,0.9254645,24.8,17.09090909,10.9236746,9.988034163,8.486666667,4.889090909,6.690094518,4.159265125,0.87081359,1.038723624,13.44,1.370909091,5.879259213,3.831395318,54.66666667,68.09090909,40.00874809,56.17006908,0.890243882,0.44307185,71,57.63636364,31.2018518,27.09395956,3.666666667,3.272727273,3.634241186,3.244856203,1.090059659,0.848685558,1,1.818181818,0.471404521,0.445361771,0.7
4,74.7668405,73.97092538,64.95092001,66.91920834,1.252351191,1.24345625,106.353238,23.37686342,39.33721927,34.32923128,804.75,791.2,777.2554314,770.1028502,1.354248855,1.294553535,508.7,203.14,197.52765,172.9427709,155.25,156.488,144.9085503,148.5820294,1.315423652,1.256693381,155,49.464,60.28007548,52.89954495,4733.5,5627.072,4121.488522,5070.933471,1.264339012,1.073633329,6051,2908.964,2281.323355,2197.434028,46.1625,40.846,35.17956917,30.68033397,1.158558489,1.174802324,64.05,18.216,29.94635568,29.75454224,12.535,14.62808,6.651310222,9.944202663,1.031412371,0.983792724,27.06,7.33912,9.920114667,8.982375115,36.809,48.631152,11.38139251,24.13535455,0.968065319,0.832733116,78.764,31.568848,30.18876352,29.43158859,3.75,3.6,3.499635512,3.39345819,1.322949511,1.289209772,3,0.94,1.299038106,1.2,30
4,81.75669875,79.8955678,76.28283317,75.35685234,1.312595878,1.186030895,81.482,27.6113122,32.89036869,29.92292764,741.475,782.58,723.24614,763.33836,1.362745785,1.108258299,443.7,348.156,157.8039983,163.1563839,168.75,158.44,161.7142868,151.4204888,1.342443743,1.215728475,139,50.08,51.32920709,50.81423423,6502.75,6183.44,6126.394078,5927.045273,1.33216904,1.136781675,5390,2478.64,2072.768363,1684.297102,44.3375,43.69,34.2584661,32.75613806,1.166444656,0.863713951,64.05,29.192,28.47181446,30.7175585,16.425,18.296,14.91904295,16.45686008,1.29351873,0.989125529,19.7,10.432,7.15973987,8.001773803,61.75,56.04,51.63776065,49.40697399,1.244889386,1.076698837,82,24.84,30.87373479,23.8972467,3.5,3.64,3.30975092,3.432733215,1.333736027,1.069543308,3,1.84,1.118033989,1.195993311,20
